gvkey,piotroski,roic_5y_avg,fcf_growth_5y,fcf_ev_5y_avg,maint_fcf_ev_5y_avg,growth_capx_years_5y,sales_growth_5y,roic_ratio_latest_5y,accruals_latest,fic,gsector,market_cap_usd,market_cap_local,price_asof,ttm_dps,adv_usd,ni_latest,pe_ratio,div_yield,earnings_yield,flag_sales_decline,flag_roic_decay,flag_accruals,flag_cyclical,flag_nonrecurring,trap_flags,fcf_pos_years_10y,fcf_cv_10y,roic_min_10y,interest_coverage_5y_min,altman_z,shares_chg_5y_pct,fcf_ni_ratio_5y_avg,net_debt_ebitda,div_consecutive_yrs,gm_stdev_5y,fcf_margin_5y_avg,company_name,gsubind,mcap_floor_usd,quality_block,durability_block,capital_block,franchise_block,persist_block,composite,driver,rank_composite,tag_esg_excluded,tag_benchmark_orphan,tag_low_coverage,tag_complexity,tag_style_orphan,tag_orphan_country,tag_retail_dominated,structural_score_pure,structural_score_mixed,structural_score,structural_tags,structural_multiplier,final_score,rank_final,flag_stale,flag_illiquid,flag_dilution,flag_fcf_ev_extreme,flag_growth_capex,n_flags,pick_status
275074,9,0.3089007521114854,0.0029019406077972487,0.05905036498187828,0.05282045121491401,0,0.0574835880236475,1.0591907751962961,-0.0940239542708352,SA,25,4368546000.0,16380000000.0,13.65,0.8600000000000001,5746909.741240079,1049.192,15.612013816346293,0.06300366300366302,0.06405323565323566,False,False,False,False,False,0,10.0,0.3019035536501984,0.29519880365321394,20.292212798766382,3.9247899909374175,9.0,1.0797966330620246,0.36079734523191487,2,0.008139692257726969,0.1058486807473201,JARIR MARKETING CO,25504040,1000000000,0.950507614213198,0.6935279187817259,0.3062605752961083,0.5989847715736041,0.5329244218838127,0.7541185246822592,quality,6,0,0,0,0,0,1,0,0,1,0.5,CTY,1.1,0.8295303771504852,23,False,False,True,False,False,1,flagged
326213,8,0.259145881492972,0.04784677816116423,0.0576035254552418,0.06313827653130193,2,0.1445036278913867,0.9485318034652204,-0.06292034793799303,AE,25,13070400000.0,48000000000.0,3.84,0.2058,8671915.068722684,2794.0,17.17967072297781,0.05359375,0.05820833333333333,False,False,False,False,False,0,10.0,0.39720782259463944,0.136992352845676,6.707727444756307,2.244700569182286,0.0,1.1927686119895815,1.0339175119427448,8,0.03326078416297505,0.09773515695469123,ABU DHABI NATIONAL OIL,25504050,1000000000,0.8781725888324874,0.5006345177664975,0.7030456852791879,0.5152284263959391,0.5729695431472082,0.7402877127422087,quality,9,0,0,0,0,0,1,0,0,1,0.5,CTY,1.1,0.8143164840164296,24,False,False,False,False,False,0,picked
203068,8,0.14030068030419413,0.22167933150900665,0.050190403539497996,0.03903190365228562,0,0.05361676833011875,1.298585904584402,-0.06855382245330252,GB,15,2215509432.081875,1744495615.8124998,21.987499999999997,0.505,2564640.47079057,82.5,21.145401403787876,0.022967595224559413,0.04729160638307227,False,False,False,True,False,0,10.0,0.5321451535750943,0.09044233807266983,10.27450980392157,6.008472283912039,0.002894501705239083,1.2357590855166403,0.27729257641921395,6,0.015730133764578238,0.09656947773021647,HILL & SMITH PLC,15104050,2000000000,0.649746192893401,0.4029187817258883,0.6175972927241963,0.4543147208121827,0.4916102650874224,0.5811585387765822,quality,46,0,1,0,0,1,0,0,2,0,2.0,BMK|STY,1.4,0.8136219542872151,25,False,False,False,False,False,1,flagged
275802,7,0.6,0.049113871141831966,0.039293128714749326,0.03841435245644491,0,0.08666533256475839,1.0,-0.1559273387681967,GB,50,4930776406.779,3882501107.7,5.1,0.2882,16428995.94782807,217.067,17.886187710246144,0.05650980392156863,0.055909063250362045,False,False,False,False,False,0,10.0,0.2318144371191747,0.6,474.9320594479831,21.40275389641141,-0.1285821233129948,1.0544872886837056,0.0,5,0.0,0.5770231755274615,RIGHTMOVE PLC,50203010,2000000000,0.8324873096446701,0.8451776649746192,0.7241962774957699,0.7804568527918783,0.7832769317540892,0.8124426380476844,durability,1,0,0,0,0,0,0,0,0,0,0.0,-,1.0,0.8124426380476844,26,False,False,False,False,False,0,picked
210701,8,0.24399313822523147,0.14499392505966657,0.13811642120309794,0.13978564021962397,0,0.042418783122790016,1.2362933136156542,-0.04564273779367222,MX,30,1811483922.993815,36969059652.935,23.095,2.04,3300341.255684828,7581.467,4.876240924472137,0.08833080753409829,0.20507600331668435,False,False,False,False,False,0,10.0,0.3752234872051859,0.17251290374052183,3.718906666999226,3.5406764443234615,-0.02552538210032973,1.190762731921991,0.8292235796766071,3,0.03404556436585477,0.1440192150995335,KIMBERLY-CLARK DE MEXICO SA,30301010,1000000000,0.8604060913705585,0.5196700507614213,0.6590524534686971,0.23096446700507614,0.46989565707839814,0.6754958081132512,quality,18,0,1,0,0,0,0,0,1,0,1.0,BMK,1.2,0.8105949697359014,27,False,False,False,False,False,0,picked
101538,6,0.22622529326658106,0.051283331570441515,0.03660407877675982,0.03596899494365234,0,0.09447029233332893,0.6114679276302157,-0.06240149315636665,DK,35,7761782139.999999,53529532000.0,254.66,23.3573,1491611.6822959888,3636.0,14.722093509350936,0.09171954763213697,0.06792512215500034,False,True,False,False,False,1,10.0,0.3095684153451839,0.13832951125125412,9.193710691823899,3.3245061200434343,0.06516301025780624,0.8495606554547743,2.3645083932853717,6,0.008417814310836208,0.1582744637890638,COLOPLAST A/S,35101020,2000000000,0.5850253807106599,0.5615482233502538,0.41793570219966164,0.7055837563451777,0.5616892272983643,0.5755767764490719,franchise,49,0,0,0,1,1,0,0,2,0,2.0,CPX|STY,1.4,0.8058074870287006,28,False,False,True,False,False,2,flagged
242084,8,0.14763449058574193,0.13223162634419272,0.04865051847630877,0.04235200933887599,0,0.13356665193287687,1.045078037934866,-0.027842630704025404,IT,45,3820230558.7920003,3537250517.4,94.55,1.15,4628537.696265841,250.889,14.098866500324846,0.012162876784769962,0.07092768769581295,False,False,False,False,False,0,10.0,0.49560552112720857,0.13188599674221763,29.798536375376667,5.088116427393845,-0.0034485524099766574,1.1205033182725088,0.0,6,0.01044622031916998,0.10799537259339768,REPLY SPA,45102010,2000000000,0.6649746192893401,0.572969543147208,0.6835871404399323,0.7563451776649746,0.6709672870840384,0.6673652367535702,franchise,20,0,0,0,0,1,0,0,1,0,1.0,STY,1.2,0.8008382841042841,29,False,False,False,False,False,0,picked
226899,5,0.21896355660648276,0.03479011925324449,0.12358124205705061,0.09342238171743243,0,0.06782753335857628,0.7301059725077631,-0.10099595393713041,ZA,25,1215792228.2518249,22308114279.85,55.15,6.57,3464318.688982322,2790.0,7.995739885250895,0.11912964641885766,0.12506659975828133,False,False,False,False,False,0,10.0,0.21916257414104895,0.12439696760854584,5.8671875,5.985171399847799,-0.09426509373182734,1.2486740392767133,1.1549668874172185,2,0.011504947098028821,0.18467425043700597,TRUWORTHS INTERNATIONAL LTD,25504010,1000000000,0.4352791878172589,0.5602791878172588,0.6700507614213197,0.5634517766497462,0.5979272419627749,0.4942197284898518,capital,100,0,1,1,1,0,0,0,3,0,3.0,BMK|COV|CPX,1.6,0.7907515655837629,30,False,False,False,False,False,0,skip_sector
212481,6,0.2113915699664727,0.06675644899810051,0.05224279444792353,0.046515938383693375,0,0.10255410767943807,0.8797845541630147,-0.07895039043094704,NZ,20,2873206495.447,4710174582.7,46.775,2.3889,1292763.0145723217,274.341,17.169050862612586,0.05107215392838055,0.058244337907904106,False,False,False,False,False,0,10.0,0.646477956412623,0.09815198863149183,12.790212938369422,3.6757324295344898,0.0,1.187956363813679,1.035296433470386,8,0.01776463212470584,0.06818658910831318,MAINFREIGHT LTD,20301010,2000000000,0.5571065989847716,0.407994923857868,0.6996615905245346,0.565989847715736,0.5578821206993796,0.5574166782186614,capital,56,0,1,0,1,0,0,0,2,0,2.0,BMK|CPX,1.4,0.7803833495061259,31,False,False,False,False,False,0,picked
201395,8,0.18589292126646711,0.38436751076145037,0.20231061208783646,0.2675177160461256,4,0.2446053619940729,1.2068676010069217,-0.07618385642946836,TW,45,279872647621.4936,8884845956237.893,342.614,4.95695,112459.93188605302,1717882.627,5.171974974654593,0.01446803107870665,0.19334973678343917,False,False,False,False,False,0,10.0,0.7027997332983148,0.14962782868848076,50.27342924723218,7.9905485264637655,8.268293792834669e-05,0.5301226406584243,0.0,3,0.004853780688814881,0.22083023484337455,TAIWAN SEMICONDUCTOR MFG CO,45301020,1000000000,0.7766497461928934,0.5602791878172588,0.3409475465313028,0.9467005076142132,0.615975747320925,0.7078815090527182,franchise,13,0,0,0,0,0,0,1,0,1,0.5,RTL,1.1,0.7786696599579901,32,False,True,False,True,True,2,flagged
103003,8,0.16580125336749524,0.0841097914299671,0.03554463422507949,0.03847951125598155,1,0.04707258755442467,1.0220355159122132,-0.049324781686922316,JP,15,5633853120.0,840873600000.0,6192.0,174.0,29167356.770925928,43043.346,19.53550730001334,0.02810077519379845,0.051188842175565984,False,False,False,True,False,0,10.0,0.33510011127577055,0.12603094600310166,80.1607898448519,8.246833144061451,-0.06320706858934788,0.7131721828709373,0.18284975985169788,8,0.02536573740866658,0.12287521232718279,NISSAN CHEMICAL CORP,15101020,2000000000,0.7182741116751269,0.6757614213197969,0.6362098138747885,0.2969543147208122,0.5363085166384659,0.6390576023814218,quality,27,0,0,0,0,1,0,0,1,0,1.0,STY,1.2,0.7668691228577061,33,False,False,False,False,False,1,flagged
286961,8,0.13812117116087874,0.06442889879343872,0.055816847035555936,0.04468137846532425,0,0.07617754987363168,1.1872640032371764,-0.05873070422140088,FR,20,13908120694.944483,12877889532.356,28.373425,3.023,12502183.57627898,588.0,21.901172674074832,0.1065433587943648,0.04565965552994038,False,False,False,False,False,0,10.0,0.22310360979820965,0.07378099498684891,9.142857142857142,3.190095939543638,-0.012469532893345625,1.4772539560143891,1.2605726872246696,5,0.006444146329071417,0.1267935250619692,BUREAU VERITAS SA,20202020,2000000000,0.6294416243654822,0.4777918781725888,0.7817258883248731,0.6954314720812182,0.6516497461928934,0.6382325765138934,capital,28,0,0,0,0,1,0,0,1,0,1.0,STY,1.2,0.7658790918166721,34,False,False,False,False,False,0,picked
